,Occurrance,Frequency
4459,"('39x53cm', 'open')",1
4460,"('folded', '30x46cm')",14
4461,"('30x46cm', 'open')",14
4462,"('folded', '26.5x')",1
4463,"('26.5x', '36cm')",1
4464,"('36cm', 'open')",1
4465,"('18x14cm', 'folded')",32
4466,"('folded', '18x')",1
4467,"('18x', '28cm')",1
4468,"('28cm', 'open')",1
4469,"('36x27.5cm', 'folded')",1
4470,"('folded', '36x55cm')",1
4471,"('36x55cm', 'open')",1
4472,"('36x28cm', 'folded')",3
4473,"('folded', '36x56cm')",2
4474,"('36x56cm', 'open')",2
4475,"('30.5x21cm', 'folded')",2
4476,"('29.5x12.5cm', 'folded')",1
4477,"('folded', '29.5x25cm')",1
4478,"('29.5x25cm', 'open')",1
4479,"('24x13cm', 'folded')",2
4480,"('folded', '24x26cm')",2
4481,"('24x26cm', 'open')",2
4482,"('folded', '31x48cm')",1
4483,"('31x48cm', 'open')",1
4484,"('36x24cm', 'folded')",2
4485,"('folded', '36x48cm')",2
4486,"('36x48cm', 'open')",2
4487,"('35x28cm', 'folded')",1
4488,"('folded', '35x56cm')",1
4489,"('35x56cm', 'open')",1
4490,"('23x14cm', 'folded')",23
4491,"('folded', '23x28cm')",21
4492,"('23x28cm', 'open')",21
4493,"('14x10cm', 'folded')",4
4494,"('folded', '14x20.5cm')",1
4495,"('14x20.5cm', 'open')",1
4496,"('24.5x10.5cm', 'folded')",1
4497,"('folded', '24.5x21cm')",1
4498,"('24.5x21cm', 'open')",1
4499,"('folded', '31x41cm')",2
4500,"('31x41cm', 'open')",2
4501,"('29.5x20.5cm', 'folded')",16
4502,"('folded', '29.5x40.5cm')",16
4503,"('29.5x40.5cm', 'open')",16
4504,"('folded', '28.5x44cm')",12
4505,"('28.5x44cm', 'open')",12
4506,"('29.5x24cm', 'folded')",2
4507,"('folded', '29.5x48cm')",1
4508,"('29.5x48cm', 'open')",1
4509,"('37x16cm', 'folded')",1
4510,"('folded', '37x32.5cm')",1
4511,"('37x32.5cm', 'open')",1
4512,"('28x21.5cm', 'digitize')",1
4513,"('digitize', 'copy')",3
4514,"('copy', '1')",3
4515,"('26x10.5cm', 'folded')",1
4516,"('folded', '49x10.5cm')",1
4517,"('49x10.5cm', 'open')",1
4518,"('folded', '26.5x34cm')",2
4519,"('26.5x34cm', 'open')",2
4520,"('25x26.5cm', 'folded')",1
4521,"('folded', '25x53.5cm')",1
4522,"('25x53.5cm', 'open')",1
4523,"('23x17cm', 'folded')",6
4524,"('folded', '23x34cm')",5
4525,"('23x34cm', 'open')",5
4526,"('23x14.5cm', 'folded')",7
4527,"('folded', '23x29cm')",7
4528,"('23x29cm', 'open')",7
4529,"('folded', '36.5x69cm')",1
4530,"('36.5x69cm', 'open')",1
4531,"('35x16.5cm', 'folded')",1
4532,"('35x25.5cm', 'folded')",2
4533,"('folded', '35x51cm')",1
4534,"('35x51cm', 'open')",1
4535,"('folded', '20.5x43cm')",1
4536,"('20.5x43cm', 'open')",1
4537,"('folded', '31.5x42cm')",1
4538,"('31.5x42cm', 'open')",1
4539,"('22.5x10.5cm', 'folded')",2
4540,"('folded', '22.5x30.5cm')",1
4541,"('22.5x30.5cm', 'open')",1
4542,"('26x11cm', 'folded')",1
4543,"('folded', '26x43cm')",1
4544,"('26x43cm', 'open')",1
4545,"('14x22cm', 'folded')",1
4546,"('37.5x23', 'folded')",1
4547,"('folded', '37.5x46cm')",1
4548,"('37.5x46cm', 'open')",1
4549,"('folded', '22x26cm')",1
4550,"('22x26cm', 'open')",1
4551,"('19x14cm', 'folded')",58
4552,"('38x21cm', 'folded')",1
4553,"('folded', '38x42cm')",1
4554,"('38x42cm', 'open')",1
4555,"('folded', '31.5x43cm')",1
4556,"('31.5x43cm', 'open')",1
4557,"('folded', '25.5x40cm')",7
4558,"('25.5x40cm', 'open')",7
4559,"('folded', '24.5x32.5cm')",3
4560,"('24.5x32.5cm', 'open')",3
4561,"('folded', '18.5x72cm')",1
4562,"('18.5x72cm', 'open')",1
4563,"('open', 'digitize')",2
4564,"('11x28cm', 'folded')",1
4565,"('12x16.5cm', 'folded')",1
4566,"('folded', '23.5x16.5cm')",1
4567,"('23.5x16.5cm', 'open')",1
4568,"('19.5x15cm', 'folded')",3
4569,"('folded', '19.5x29.5cm')",2
4570,"('19.5x29.5cm', 'open')",2
4571,"('folded', '32.5x49.5cm')",1
4572,"('32.5x49.5cm', 'open')",1
4573,"('33.5x24.5cm', 'folded')",1
4574,"('folded', '33.5x49m')",1
4575,"('33.5x49m', 'open')",1
4576,"('20.5x12cm', 'folded')",2
4577,"('folded', '20.5x24cm')",2
4578,"('20.5x24cm', 'open')",2
4579,"('30.5x25.5cm', 'folded')",4
4580,"('folded', '30.5x51cm')",4
4581,"('30.5x51cm', 'open')",4
4582,"('30.5x20.5cm', 'folded')",7
4583,"('folded', '30.5x40.5cm')",1
4584,"('30.5x40.5cm', 'open')",1
4585,"('folded', '27x')",1
4586,"('27x', '35.5cm')",1
4587,"('35.5cm', 'open')",1
4588,"('folded', '14x22cm')",4
4589,"('14x22cm', 'open')",4
4590,"('36.5x22.5cm', 'folded')",1
4591,"('folded', '36.5x43.5cm')",1
4592,"('36.5x43.5cm', 'open')",1
4593,"('folded', '36x58.5cm')",1
4594,"('36x58.5cm', 'open')",1
4595,"('22x18cm', 'folder')",1
4596,"('folder', '21.5x35.5cm')",1
4597,"('38x22cm', 'folded')",1
4598,"('24.5x31.5cm', 'folded')",1
4599,"('folded', '24.5x63.5cm')",1
4600,"('24.5x63.5cm', 'open')",1
4601,"('22x17cm', 'folded')",17
4602,"('30.5x11cm', 'folded')",1
4603,"('folded', '30.5x22.5cm')",1
4604,"('30.5x22.5cm', 'open')",1
4605,"('folded', '26x35.5cm')",1
4606,"('26x35.5cm', 'open')",1
4607,"('16x11cm', 'folded')",11
4608,"('folded', '16x22cm')",10
4609,"('16x22cm', 'open')",10
4610,"('38.5x23cm', 'folded')",1
4611,"('folded', '38.5x46cm')",1
4612,"('38.5x46cm', 'open')",1
4613,"('folded', '31x42cm')",5
4614,"('31x42cm', 'open')",4
4615,"('measures', '24.5x12.5cm')",1
4616,"('24.5x12.5cm', 'folded')",1
4617,"('folded', '24.5x25cm')",1
4618,"('24.5x25cm', 'open')",1
4619,"('folded', '20.5x25cm')",5
4620,"('20.5x25cm', 'open')",5
4621,"('18x13.5cm', 'folded')",11
4622,"('folded', '18x39.5cm')",1
4623,"('18x39.5cm', 'open')",1
4624,"('33.5x16cm', 'folded')",1
4625,"('folded', '63x33.5cm')",1
4626,"('63x33.5cm', 'open')",1
4627,"('30.5x21.5cm', 'folded')",2
4628,"('folded', '30.5x43cm')",2
4629,"('30.5x43cm', 'open')",2
4630,"('folded', '28x55cm')",2
4631,"('28x55cm', 'open')",2
4632,"('folded', '22x43cm')",1
4633,"('22x43cm', 'open')",1
4634,"('folded', '29.5x47cm')",2
4635,"('29.5x47cm', 'open')",2
4636,"('folded', '23x45cm')",1
4637,"('23x45cm', 'open')",1
4638,"('folded', '36x53.5cm')",1
4639,"('36x53.5cm', 'open')",1
4640,"('21.5x18cm', 'folded')",3
4641,"('35x27cm', 'folded')",4
4642,"('folded', '35x54cm')",3
4643,"('35x54cm', 'open')",3
4644,"('18x15cm', 'folded')",2
4645,"('folded', '18x29cm')",2
4646,"('18x29cm', 'open')",2
4647,"('folded', '24x34.5cm')",4
4648,"('24x34.5cm', 'open')",4
4649,"('folded', '30x41cm')",3
4650,"('30x41cm', 'open')",3
4651,"('folded', '34x54.5')",6
4652,"('34x54.5', 'cm')",6
4653,"('32.5x24.5cm', 'folded')",1
4654,"('folded', '32.5x49cm')",1
4655,"('23.5x16cm', 'folded')",26
4656,"('folded', '23.5x32.5cm')",1
4657,"('23.5x32.5cm', 'open')",1
4658,"('29x20.5cm', 'folded')",3
4659,"('folded', '29x40.5cm')",2
4660,"('29x40.5cm', 'open')",2
4661,"('folded', '33x')",1
4662,"('33x', '50.5cm')",1
4663,"('50.5cm', 'open')",1
4664,"('folded', '37x54cm')",2
4665,"('37x54cm', 'open')",2
4666,"('23.5x15.5cm', 'folded')",15
4667,"('folded', '23.5x31cm')",10
4668,"('23.5x31cm', 'open')",10
4669,"('folded', '36.5x53cm')",1
4670,"('36.5x53cm', 'open')",1
4671,"('24.5x16.5cm', 'folded')",7
4672,"('folded', '24.5x33cm')",6
4673,"('24.5x33cm', 'open')",6
4674,"('folded', '30.5x54cm')",1
4675,"('30.5x54cm', 'open')",1
4676,"('10.5x14.5cm', 'folded')",1
4677,"('folded', '21x14.5cm')",1
4678,"('21x14.5cm', 'open')",1
4679,"('25x19cm', '2nd')",1
4680,"('2nd', 'piece')",1
4681,"('piece', 'is')",1
4682,"('is', '10x9cm')",1
4683,"('23.5x18.5cm', 'folded')",1
4684,"('folded', '23.5x37cm')",2
4685,"('23.5x37cm', 'open')",2
4686,"('19x12cm', 'folded')",8
4687,"('folded', '19x31cm')",1
4688,"('19x31cm', 'open')",1
4689,"('22.5x14cm', 'folded')",8
4690,"('folded', '22.5x28.5cm')",2
4691,"('22.5x28.5cm', 'open')",2
4692,"('27x19.5cm', 'folded')",1
4693,"('folded', '27x39cm')",1
4694,"('27x39cm', 'open')",1
4695,"('32x20cm', 'folded')",2
4696,"('folded', '32x53cm')",1
4697,"('32x53cm', 'open')",1
4698,"('folded', '16.5x21.5cm')",1
4699,"('16.5x21.5cm', 'open')",1
4700,"('folded', '30x41.5cm')",1
4701,"('30x41.5cm', 'open')",1
4702,"('folded', '32x45cm')",2
4703,"('32x45cm', 'open')",2
4704,"('folded', '27.5x40.5cm')",1
4705,"('27.5x40.5cm', 'open')",1
4706,"('folded', '30x42.5cm')",1
4707,"('30x42.5cm', 'open')",1
4708,"('folded', '30.5x52.5cm')",1
4709,"('30.5x52.5cm', 'open')",1
4710,"('folded', '29x43.5cm')",2
4711,"('29x43.5cm', 'open')",2
4712,"('folded', '21x21.5cm')",1
4713,"('21x21.5cm', 'open')",1
4714,"('28x25.5cm', 'folded')",1
4715,"('folded', '28x50.5cm')",1
4716,"('28x50.5cm', 'open')",1
4717,"('folded', '24x27cm')",1
4718,"('24x27cm', 'open')",1
4719,"('30x18.5cm', 'folded')",1
4720,"('folded', '30x37cm')",1
4721,"('30x37cm', 'open')",1
4722,"('folded', '31.5x45cm')",1
4723,"('31.5x45cm', 'open')",1
4724,"('24x14.5cm', 'folded')",1
4725,"('folded', '24x29.5cm')",1
4726,"('24x29.5cm', 'open')",1
4727,"('23x18.5cm', 'folded')",1
4728,"('folded', '23x36.5cm')",1
4729,"('23x36.5cm', 'open')",1
4730,"('27x15cm', 'folded')",1
4731,"('folded', '27x45cm')",1
4732,"('27x45cm', 'open')",1
4733,"('29.5x16.5cm', 'folded')",1
4734,"('folded', '29.5x33cm')",1
4735,"('29.5x33cm', 'open')",1
4736,"('folded', '32x38cm')",2
4737,"('32x38cm', 'open')",2
4738,"('folded', '25x34cm')",3
4739,"('25x34cm', 'open')",3
4740,"('folded', '21.5x33cm')",4
4741,"('21.5x33cm', 'open')",4
4742,"('20.5x15cm', 'folded')",6
4743,"('folded', '20.5x30cm')",4
4744,"('20.5x30cm', 'open')",4
4745,"('folded', '22.5x31cm')",6
4746,"('22.5x31cm', 'open')",6
4747,"('47x31.5cm', 'folded')",1
4748,"('folded', '47x63cm')",1
4749,"('47x63cm', 'open')",1
4750,"('folded', '35x47cm')",3
4751,"('35x47cm', 'open')",3
4752,"('35.5x31cm', 'folded')",1
4753,"('36.5x16cm', 'folded')",1
4754,"('folded', '36.5x48cm')",1
4755,"('36.5x48cm', 'open')",1
4756,"('20.5x14cm', 'folded')",9
4757,"('folded', '20.5x28cm')",9
4758,"('20.5x28cm', 'open')",8
4759,"('folded', '23x35.5cm')",1
4760,"('23x35.5cm', 'open')",1
4761,"('folded', '21x25cm')",2
4762,"('21x25cm', 'open')",2
4763,"('folded', '20.5x25.5cm')",3
4764,"('20.5x25.5cm', 'open')",3
4765,"('46x30cm', 'folded')",1
4766,"('folded', '46x59.5cm')",1
4767,"('46x59.5cm', 'open')",1
4768,"('folded', '21.5x28.5cm')",1
4769,"('21.5x28.5cm', 'open')",1
4770,"('26x40cm', 'opeen')",1
4771,"('33x23.5cm', 'folded')",1
4772,"('folded', '33x47cm')",1
4773,"('33x47cm', 'open')",1
4774,"('folded', '25.5x39.5cm')",2
4775,"('25.5x39.5cm', 'open')",2
4776,"('folded', '29.5x41.5cm')",1
4777,"('29.5x41.5cm', 'open')",1
4778,"('28x23cm', 'folded')",3
4779,"('37x23.5cm', 'folded')",1
4780,"('folded', '37x47cm')",1
4781,"('37x47cm', 'open')",1
4782,"('folded', '23xx30.5cm')",4
4783,"('23xx30.5cm', 'open')",4
4784,"('folded', '26.5x35.5cm')",3
4785,"('26.5x35.5cm', 'open')",3
4786,"('folded', '29x45.5cm')",6
4787,"('29x45.5cm', 'open')",6
4788,"('35.5x17cm', 'folded')",2
4789,"('folded', '35.5x26.5cm')",2
4790,"('35.5x26.5cm', 'open')",2
4791,"('folded', '25.5x33.5cm')",1
4792,"('25.5x33.5cm', 'open')",1
4793,"('34.5x23cm', 'folded')",1
4794,"('folded', '34.5x46cm')",1
4795,"('34.5x46cm', 'open')",1
4796,"('folded', '23.5x30.5cm')",6
4797,"('23.5x30.5cm', 'open')",6
4798,"('18.5x13cm', 'folded')",6
4799,"('folded', '18.5x26cm')",5
4800,"('18.5x26cm', 'open')",5
4801,"('28.5x23cm', 'folded')",10
4802,"('folded', '23x45.5cm')",1
4803,"('23x45.5cm', 'open')",1
4804,"('folded', '23x46cm')",1
4805,"('23x46cm', 'open')",1
4806,"('folded', '24.5x30.5cm')",1
4807,"('24.5x30.5cm', 'open')",1
4808,"('folded', '27.5x42.5cm')",2
4809,"('27.5x42.5cm', 'open')",2
4810,"('folded', '17.5x25cm')",3
4811,"('17.5x25cm', 'open')",3
4812,"('34x22.5cm', 'folded')",2
4813,"('folded', '34x44.5cm')",1
4814,"('34x44.5cm', 'open')",1
4815,"('29x17cm', 'folded')",1
4816,"('folded', '29x34cm')",1
4817,"('29x34cm', 'open')",1
4818,"('12x8.5cm', 'folded')",1
4819,"('folded', '12x17cm')",1
4820,"('12x17cm', 'open')",1
4821,"('19x13cm', 'folded')",6
4822,"('folded', '19x25.5cm')",1
4823,"('19x25.5cm', 'open')",1
4824,"('21x12cm', 'folded')",2
4825,"('folded', '21x24cm')",3
4826,"('21x24cm', 'open')",3
4827,"('36x25.5cm', 'folded')",1
4828,"('28.5x18cm', 'folded')",12
4829,"('folded', '28.5x36cm')",11
4830,"('28.5x36cm', 'open')",11
4831,"('14.5x11cm', 'folded')",2
4832,"('folded', '14.5x22cm')",1
4833,"('14.5x22cm', 'open')",1
4834,"('18x26cm', 'folded')",1
4835,"('27x23cm', 'folded')",1
4836,"('folded', '27x46cm')",1
4837,"('27x46cm', 'open')",1
4838,"('folded', '25.5x34.5cm')",2
4839,"('25.5x34.5cm', 'open')",2
4840,"('24x17.5cm', 'folded')",4
4841,"('folded', '24x35cm')",4
4842,"('24x35cm', 'open')",4
4843,"('folded', '20.5x27.5cm')",2
4844,"('20.5x27.5cm', 'open')",2
4845,"('25.5x15.5cm', 'folded')",6
4846,"('folded', '25.5x30.5cm')",1
4847,"('25.5x30.5cm', 'open')",1
4848,"('28.5x22.5cm', 'folded')",20
4849,"('folded', '28.5x45cm')",17
4850,"('28.5x45cm', 'open')",17
4851,"('22.5x15.5cm', 'folded')",6
4852,"('folded', '22.5x45.5cm')",1
4853,"('22.5x45.5cm', 'open')",1
4854,"('folded', '20x45cm')",4
4855,"('20x45cm', 'open')",4
4856,"('folded', '28x35.5cm')",4
4857,"('28x35.5cm', 'open')",4
4858,"('folded', '45.5')",1
4859,"('45.5', 'x')",1
4860,"('x', '15.5cm')",1
4861,"('15.5cm', 'open')",1
4862,"('folded', '24x33.5cm')",1
4863,"('24x33.5cm', 'open')",1
4864,"('26x17cm', 'folded')",2
4865,"('folded', '36x34cm')",1
4866,"('36x34cm', 'open')",1
4867,"('27x17cm', 'folded')",7
4868,"('folded', '27x33cm')",5
4869,"('27x33cm', 'open')",5
4870,"('folded', '25x31cm')",2
4871,"('25x31cm', 'open')",2
4872,"('29x19cm', 'folded')",2
4873,"('folded', '29x38cm')",2
4874,"('29x38cm', 'open')",2
4875,"('40.5x28cm', 'folded')",1
4876,"('folded', '40.5x56')",1
4877,"('40.5x56', 'open')",1
4878,"('folded', '23.5x32cm')",24
4879,"('23.5x32cm', 'open')",24
4880,"('14x21cm', 'folded')",1
4881,"('folded', '14x42cm')",1
4882,"('14x42cm', 'open')",1
4883,"('20x14cm', 'folded')",23
4884,"('folded', '20x28cm')",23
4885,"('20x28cm', 'open')",22
4886,"('25x20cm', 'folded')",5
4887,"('folded', '25x40cm')",5
4888,"('25x40cm', 'open')",5
4889,"('21x14.5cm', 'folded')",9
4890,"('folded', '21x29cm')",9
4891,"('21x29cm', 'open')",9
4892,"('38x30cm', 'folded')",1
4893,"('folded', '38x60cm')",1
4894,"('38x60cm', 'open')",1
4895,"('20x14.5cm', 'folded')",6
4896,"('folded', '20x29cm')",6
4897,"('20x29cm', 'open')",6
4898,"('folded', '25.5x46cm')",1
4899,"('25.5x46cm', 'open')",1
4900,"('29x23.5cm', 'folded')",1
4901,"('folded', '29x47cm')",1
4902,"('29x47cm', 'open')",1
4903,"('19.5x12.5cm', 'folded')",2
4904,"('folded', '19.5x25cm')",2
4905,"('19.5x25cm', 'open')",2
4906,"('14x10.5cm', 'folded')",2
4907,"('folded', '14x21cm')",2
4908,"('14x21cm', 'open')",2
4909,"('folded', '21.5x32cm')",9
4910,"('21.5x32cm', 'open')",9
4911,"('20.5x16.5cm', 'folded')",2
4912,"('folded', '20.5x33cm')",2
4913,"('20.5x33cm', 'open')",2
4914,"('14x16.5cm', 'folded')",1
4915,"('folded', '14x33cm')",1
4916,"('14x33cm', 'open')",1
4917,"('22x13.5cm', 'folded')",2
4918,"('folded', '22x27cm')",2
4919,"('22x27cm', 'open')",2
4920,"('18x14cm', ""folded'"")",1
4921,"(""folded'"", '18x28cm')",1
4922,"('18x28cm', 'open')",31
4923,"('33.5x22cm', 'folded')",1
4924,"('folded', '33.5x44cm')",1
4925,"('33.5x44cm', 'open')",1
4926,"('folded', '32x42cm')",1
4927,"('32x42cm', 'open')",1
4928,"('folded', '21x28cm')",14
4929,"('21x28cm', 'open')",14
4930,"('folded', '30.5x46.5cm')",3
4931,"('30.5x46.5cm', 'open')",3
4932,"('30x19cm', 'folded')",1
4933,"('folded', '28x35cm')",30
4934,"('28x35cm', 'open')",26
4935,"('18.5x14.5cm', 'folded')",3
4936,"('folded', '18.5x29.5cm')",2
4937,"('18.5x29.5cm', 'open')",2
4938,"('folded', '30x44.5cm')",2
4939,"('30x44.5cm', 'open')",2
4940,"('folded', '29.5x39.5cm')",2
4941,"('29.5x39.5cm', 'open')",2
4942,"('10.5x18cm', 'folded')",1
4943,"('folded', '10.5x36cm')",1
4944,"('10.5x36cm', 'open')",1
4945,"('22.5x17cm', 'folded')",4
4946,"('folded', '22.5x34cm')",3
4947,"('22.5x34cm', 'open')",3
4948,"('28.5x19cm', 'folded')",4
4949,"('folded', '28.5x38cm')",4
4950,"('28.5x38cm', 'open')",4
4951,"('25.5x27.5cm', 'folded')",1
4952,"('folded', '25.5x40.5cm')",1
4953,"('25.5x40.5cm', 'open')",1
4954,"('27.5x22cm', 'folded')",4
4955,"('folded', '27.5x43.5cm')",2
4956,"('27.5x43.5cm', 'open')",2
4957,"('23x13.5cm', 'folded')",2
4958,"('folded', '23x27cm')",1
4959,"('23x27cm', 'open')",1
4960,"('16x9.5xm', 'folded')",1
4961,"('folded', '16x19cm')",1
4962,"('16x19cm', 'open')",1
4963,"('folded', '19x30.5cm')",1
4964,"('19x30.5cm', 'open')",1
4965,"('folded', '26x35cm')",2
4966,"('26x35cm', 'open')",2
4967,"('23x13cm', 'folded')",4
4968,"('folded', '23x25.5cm')",1
4969,"('23x25.5cm', 'open')",1
4970,"('35x22.5cm', 'folded')",1
4971,"('folded', '35x45cm')",1
4972,"('35x45cm', 'open')",1
4973,"('folded', '31x41.5cm')",1
4974,"('31x41.5cm', 'open')",1
4975,"('folded', '21x26.5cm')",4
4976,"('21x26.5cm', 'open')",4
4977,"('18.5x11.5cm', 'folded')",3
4978,"('folded', '18.5x23cm')",3
4979,"('18.5x23cm', 'open')",3
4980,"('folded', '28x32.5cm')",1
4981,"('28x32.5cm', 'open')",1
4982,"('29.5x23.5cm', 'folded')",1
4983,"('folded', '29.5x46.5cm')",2
4984,"('29.5x46.5cm', 'open')",2
4985,"('23x16.5cm', 'folded')",7
4986,"('folded', '23x33cm')",7
4987,"('23x33cm', 'open')",7
4988,"('folded', '32x40cm')",2
4989,"('32x40cm', 'open')",2
4990,"('27x11.5cm', 'folded')",1
4991,"('29.5x22.5cm', 'folded')",1
4992,"('folded', '14.5x22.5cm')",1
4993,"('14.5x22.5cm', 'open')",1
4994,"('20x17cm', 'folded')",1
4995,"('folded', '20x31.5cm')",1
4996,"('20x31.5cm', 'open')",1
4997,"('folded', '35x49.5cm')",1
4998,"('35x49.5cm', 'open')",1
4999,"('40.5x18cm', 'folded')",1
5000,"('folded', '40.5x35cm')",1
5001,"('40.5x35cm', 'open')",1
5002,"('folded', '34x43cm')",1
5003,"('34x43cm', 'open')",1
5004,"('25.5x17', 'cm')",1
5005,"('folded', '22x29.5cm')",2
5006,"('22x29.5cm', 'open')",2
5007,"('folded', '25x34.5cm')",1
5008,"('25x34.5cm', 'open')",1
5009,"('folded', '25x32.5cm')",3
5010,"('25x32.5cm', 'open')",3
5011,"('17x13cm', 'folded')",3
5012,"('folded', '17x25.5cm')",1
5013,"('17x25.5cm', 'open')",1
5014,"('26x15.5cm', 'folded')",1
5015,"('folded', '26x32cm')",4
5016,"('26x32cm', 'open')",4
5017,"('folded', '22.5x28cm')",6
5018,"('22.5x28cm', 'open')",5
5019,"('folded', '26x33.5cm')",1
5020,"('26x33.5cm', 'open')",1
5021,"('folded', '27.5x38cm')",3
5022,"('27.5x38cm', 'open')",3
5023,"('folded', '23.5x31.5cm')",1
5024,"('23.5x31.5cm', 'open')",1
5025,"('35.5x22cmf', 'folded')",1
5026,"('29x18cm', 'folded')",2
5027,"('folded', '29x36cm')",2
5028,"('29x36cm', 'open')",2
5029,"('36x28.5cm', 'folded')",1
5030,"('folded', '36x57cm')",1
5031,"('36x57cm', 'open')",1
5032,"('28x22.5cm', 'folded')",1
5033,"('folded', '25.5x31')",1
5034,"('18.5x15cm', 'folded')",1
5035,"('folded', '28.5x45.5cm')",9
5036,"('28.5x45.5cm', 'open')",9
5037,"('folded', '31.5x40.5cm')",1
5038,"('31.5x40.5cm', 'open')",1
5039,"('folded', '25.5x13cm')",1
5040,"('25.5x13cm', 'open')",1
5041,"('36x26.5cm', 'folded')",1
5042,"('folded', '28.5x35.5cm')",1
5043,"('28.5x35.5cm', 'open')",1
5044,"('30x20.5cm', 'folded')",3
5045,"('folded', '30x40.5cm')",1
5046,"('30x40.5cm', 'open')",1
5047,"('20.5x15.5cm', 'folded')",7
5048,"('folded', '20.5x31cm')",7
5049,"('20.5x31cm', 'open')",7
5050,"('folded', '21.5x29cm')",1
5051,"('21.5x29cm', 'open')",1
5052,"('folded', '18x28')",1
5053,"('18x28', 'cm')",1
5054,"('38x15.5cm', 'folded')",1
5055,"('folded', '38x45.5cm')",1
5056,"('38x45.5cm', 'open')",1
5057,"('27.5x19.5cm', 'folded')",1
5058,"('folded', '27.5x48cm')",1
5059,"('27.5x48cm', 'open')",1
5060,"('folded', '18x27cm')",10
5061,"('18x27cm', 'open')",10
5062,"('16.5x12cm', 'folded')",10
5063,"('folded', '16.5x24cm')",10
5064,"('16.5x24cm', 'open')",10
5065,"('folded', '32x27cm')",2
5066,"('32x27cm', 'open')",2
5067,"('181x12cm', 'folded')",1
5068,"('folded', '22.5x28')",1
5069,"('22.5x28', 'cm')",1
5070,"('16x10.5', 'cm')",1
5071,"('13.5x19cm', 'folded')",1
5072,"('folded', '27x19cm')",1
5073,"('27x19cm', 'open')",1
5074,"('29.5x19cm', 'folded')",1
5075,"('folded', '29.5x38cm')",1
5076,"('29.5x38cm', 'open')",1
5077,"('folded', '35.5x44cm')",1
5078,"('35.5x44cm', 'open')",1
5079,"('27.5x20.5cm', 'folded')",1
5080,"('folded', '27.5x41cm')",1
5081,"('27.5x41cm', 'open')",1
5082,"('28.5x21cm', 'folded')",3
5083,"('folded', '28.5x42cm')",3
5084,"('28.5x42cm', 'open')",3
5085,"('37x28.5cm', 'folded')",1
5086,"('folded', '37x57cm')",1
5087,"('37x57cm', 'open')",1
5088,"('28x19.5cm', 'folded')",3
5089,"('folded', '28x39cm')",2
5090,"('28x39cm', 'open')",2
5091,"('17x11cm', 'folded')",7
5092,"('folded', '17x22cm')",7
5093,"('17x22cm', 'open')",7
5094,"('17.5x11.5cm', 'folded')",4
5095,"('folded', '17.5x23cm')",4
5096,"('17.5x23cm', 'open')",4
5097,"('46x28cm', 'folded')",1
5098,"('folded', '46x56cm')",1
5099,"('46x56cm', 'open')",1
5100,"('25.5x20.5', 'folded')",1
5101,"('folded', '25.5x21cm')",1
5102,"('25.5x21cm', 'open')",1
5103,"('folded', '19x26cm')",4
5104,"('19x26cm', 'open')",4
5105,"('27x17.5', 'cm')",1
5106,"('folded', '27x25cm')",1
5107,"('27x25cm', 'open')",1
5108,"('22x14.4cm', 'folded')",1
5109,"('15x11cm', 'folded')",2
5110,"('folded', '15x22cm')",2
5111,"('15x22cm', 'open')",2
5112,"('15.5x7.5cm', 'folded')",1
5113,"('folded', '15.5x15cm')",1
5114,"('15.5x15cm', 'open')",1
5115,"('20.5x16cm', 'folded')",4
5116,"('folded', '20.5x32cm')",4
5117,"('20.5x32cm', 'open')",4
5118,"('folded', '18x28cm')",30
5119,"('22.5x16.5cm', 'folded')",2
5120,"('folded', '22.5x33cm')",2
5121,"('22.5x33cm', 'open')",2
5122,"('19x13.5cm', 'folded')",5
5123,"('folded', '19x27cm')",5
5124,"('19x27cm', 'open')",5
5125,"('19x12.5cm', 'folded')",3
5126,"('folded', '19x37cm')",2
5127,"('19x37cm', 'open')",2
5128,"('20.5x11.5cm', 'folded')",2
5129,"('folded', '20.5x23cm')",2
5130,"('20.5x23cm', 'open')",2
5131,"('24x12.5cm', 'folded')",1
5132,"('folded', '24x25cm')",1
5133,"('24x25cm', 'open')",1
5134,"('folded', '23x26cm')",3
5135,"('23x26cm', 'open')",3
5136,"('21.5x16.5cm', 'folded')",3
5137,"('24.5x17cm', 'folded')",3
5138,"('folded', '24.5x34cm')",2
5139,"('24.5x34cm', 'open')",2
5140,"('15x9.5cm', 'folded')",3
5141,"('folded', '15x19cm')",1
5142,"('15x19cm', 'open')",1
5143,"('16.5x10cm', 'folded')",6
5144,"('folded', '16.5x20cm')",5
5145,"('16.5x20cm', 'open')",5
5146,"('20x16cm', 'folded')",2
5147,"('folded', '20x32cm')",3
5148,"('20x32cm', 'open')",3
5149,"('18x12.5cm', 'folded')",10
5150,"('folded', '18x25cm')",10
5151,"('18x25cm', 'open')",10
5152,"('18x15.5cm', 'folded')",2
5153,"('folded', '18x31cm')",2
5154,"('18x31cm', 'open')",2
5155,"('37x25cm', 'folded')",2
5156,"('folded', '37x50cm')",2
5157,"('37x50cm', 'open')",2
5158,"('12cm', 'high')",1
5159,"('16x9cm', 'folded')",2
5160,"('folded', '16x18cm')",2
5161,"('16x18cm', 'open')",2
5162,"('32.5x25.5cm', 'folded')",1
5163,"('folded', '32.5x51cm')",1
5164,"('32.5x51cm', 'open')",1
5165,"('16.5x8.5cm', 'folded')",2
